"","PROBEID","GENENAME","ORF"
"2792","3516_f_at",NA,NA
"2793","3517_f_at",NA,NA
"2794","3518_f_at",NA,NA
"2795","3519_f_at",NA,NA
"2796","3520_s_at",NA,NA
"2797","3521_i_at",NA,NA
"2798","3522_f_at",NA,NA
"2799","3523_at",NA,NA
"2800","3524_f_at",NA,NA
"2801","3525_f_at",NA,NA
"2802","3526_f_at",NA,NA
"2803","3527_f_at",NA,NA
"2804","3528_f_at",NA,NA
"2805","3529_f_at",NA,NA
"2806","3530_f_at",NA,NA
"2807","3531_at",NA,NA
"2808","3532_f_at",NA,NA
"2809","3533_f_at",NA,NA
"2810","3534_f_at",NA,NA
"2811","3535_i_at",NA,NA
"2812","3536_f_at",NA,NA
"2813","3537_f_at",NA,NA
"2814","3538_f_at",NA,NA
"2815","3539_f_at",NA,NA
"2816","3540_at",NA,NA
"2817","3541_at",NA,NA
"2818","3542_f_at",NA,"YPR204W"
"2819","3543_s_at",NA,"YBL112C"
"2820","3544_at",NA,"YBL108W"
"2821","3545_i_at",NA,NA
"2822","3546_f_at",NA,NA
"2823","3547_f_at",NA,NA
"2824","3548_s_at",NA,NA
"2825","3549_f_at",NA,NA
"2826","3550_i_at",NA,NA
"2827","3551_f_at",NA,NA
"2828","3552_f_at",NA,NA
"2829","3553_f_at",NA,NA
"2830","3554_f_at",NA,NA
"2831","3555_s_at",NA,NA
"2832","3556_s_at",NA,NA
"2833","3557_s_at",NA,NA
"2834","3558_f_at",NA,NA
"2835","3559_f_at",NA,NA
"2836","3560_at",NA,NA
"2837","3561_f_at",NA,NA
"2838","3562_f_at",NA,NA
"2839","3563_s_at",NA,NA
"2840","3564_f_at",NA,NA
"2841","3565_at",NA,NA
"2842","3566_i_at",NA,NA
"2843","3567_r_at",NA,NA
"2844","3568_f_at",NA,NA
"2845","3569_at",NA,NA
"2846","3570_f_at",NA,NA
"2847","3571_f_at",NA,NA
"2848","3572_f_at",NA,NA
"2849","3573_f_at",NA,NA
"2850","3574_f_at",NA,NA
"2851","3575_f_at",NA,NA
"2852","3576_f_at",NA,NA
"2853","3577_at",NA,NA
"2854","3578_f_at",NA,NA
"2855","3579_f_at",NA,NA
"2856","3580_f_at",NA,NA
"2857","3581_f_at",NA,NA
"2858","3582_f_at",NA,NA
"2859","3583_i_at",NA,NA
"2860","3584_f_at",NA,NA
"2861","3585_f_at",NA,NA
"2862","3586_f_at",NA,NA
"2863","3587_f_at",NA,NA
"2864","3588_f_at",NA,NA
"2865","3589_f_at",NA,NA
"2866","3590_f_at",NA,NA
"2867","3591_f_at",NA,NA
"2868","3592_i_at",NA,NA
"2869","3593_f_at",NA,NA
"2870","3594_f_at",NA,NA
"2871","3595_at",NA,NA
"2872","3596_f_at",NA,NA
"2873","3597_at",NA,NA
"2874","3598_f_at",NA,NA
"2875","3599_at",NA,NA
"2876","3600_i_at",NA,NA
"2877","3601_f_at",NA,NA
"2878","3602_at",NA,NA
"2879","3603_at",NA,NA
"2880","3604_f_at",NA,NA
"2881","3605_f_at",NA,NA
"2882","3606_f_at",NA,NA
"2883","3607_f_at",NA,NA
"2884","3608_f_at",NA,NA
"2885","3609_i_at",NA,NA
"2886","3610_f_at",NA,NA
"2887","3611_f_at",NA,NA
"2888","3612_f_at",NA,NA
"2889","3613_i_at",NA,NA
"2890","3614_f_at",NA,NA
"2891","3615_i_at",NA,NA
"2892","3616_f_at",NA,NA
"2893","3617_f_at",NA,NA
"2894","3618_f_at",NA,NA
"2895","3619_f_at",NA,NA
"2896","3620_f_at",NA,NA
"2897","3621_i_at",NA,NA
"2898","3622_f_at",NA,NA
"2899","3623_f_at",NA,NA
"2900","3624_at",NA,NA
"2901","3625_at","COS10","YNR075W"
"2902","3626_i_at","COS10","YNR075W"
"2903","3627_r_at","COS10","YNR075W"
"2904","3628_f_at","COS10","YNR075W"
"2905","3629_f_at",NA,"YNR077C"
"2906","3630_at",NA,NA
"2907","3631_s_at",NA,NA
"2908","3632_at",NA,NA
"2909","3633_f_at",NA,NA
"2910","3634_f_at",NA,NA
"2911","3635_f_at",NA,NA
"2912","3636_f_at",NA,NA
"2913","3637_f_at",NA,NA
"2914","3638_f_at",NA,NA
"2915","3639_f_at",NA,NA
"2916","3640_f_at",NA,NA
"2917","3641_f_at",NA,NA
"2918","3642_at",NA,NA
"2919","3643_i_at",NA,NA
"2920","3644_f_at",NA,NA
"2921","3645_f_at",NA,NA
"2922","3646_s_at","YRF1-6","YNL339C"
"2923","3647_f_at",NA,"YNL337W"
"2924","3648_f_at","COS1","YNL336W"
"2925","3649_f_at",NA,NA
"2926","3650_f_at",NA,NA
"2927","3651_f_at",NA,NA
"2928","3652_f_at",NA,NA
"2929","3653_f_at",NA,NA
"2930","3654_i_at",NA,NA
"2931","3655_f_at",NA,NA
"2932","3656_f_at",NA,NA
"2933","3657_f_at",NA,NA
"2934","3658_f_at",NA,NA
"2935","3659_f_at",NA,NA
"2936","3660_f_at",NA,NA
"2937","3661_at",NA,NA
"2938","3662_f_at",NA,NA
"2939","3663_f_at",NA,NA
"2940","3664_f_at",NA,NA
"2941","3665_f_at",NA,NA
"2942","3666_f_at",NA,NA
"2943","3667_f_at",NA,NA
"2944","3668_f_at",NA,NA
"2945","3669_f_at",NA,NA
"2946","3670_f_at",NA,NA
"2947","3671_f_at",NA,NA
"2948","3672_f_at",NA,NA
"2949","3673_f_at",NA,NA
"2950","3674_i_at",NA,NA
"2951","3675_r_at",NA,NA
"2952","3676_f_at",NA,NA
"2953","3677_f_at",NA,NA
"2954","3678_at",NA,NA
"2955","3679_at",NA,NA
"2956","3680_i_at",NA,NA
"2957","3681_s_at",NA,NA
"2958","3682_i_at",NA,NA
"2959","3683_f_at",NA,NA
"2960","3684_f_at",NA,NA
"2961","3685_f_at",NA,NA
"2962","3686_f_at",NA,NA
"2963","3687_f_at",NA,NA
"2964","3688_f_at",NA,NA
"2965","3689_f_at",NA,NA
"2966","3690_f_at",NA,NA
"2967","3691_f_at",NA,NA
"2968","3692_at",NA,NA
"2969","3693_f_at",NA,NA
"2970","3694_at",NA,"YMR326C"
"2971","3695_f_at",NA,NA
"2972","3696_at",NA,NA
"2973","3697_f_at",NA,NA
"2974","3698_f_at",NA,NA
"2975","3699_f_at",NA,NA
"2976","3700_f_at",NA,NA
"2977","3701_f_at",NA,NA
"2978","3702_f_at",NA,NA
"2979","3703_f_at",NA,NA
"2980","3704_f_at",NA,NA
"2981","3705_f_at",NA,NA
"2982","3706_f_at",NA,NA
"2983","3707_f_at",NA,NA
"2984","3708_at",NA,NA
"2985","3709_f_at",NA,NA
"2986","3710_f_at",NA,NA
"2987","3711_f_at",NA,NA
"2988","3712_s_at",NA,NA
"2989","3713_s_at",NA,NA
"2990","3714_f_at",NA,NA
"2991","3715_f_at",NA,NA
"2992","3716_f_at",NA,NA
"2993","3717_s_at",NA,NA
"2994","3718_s_at",NA,NA
"2995","3719_s_at",NA,NA
"2996","3720_f_at",NA,NA
"2997","3721_s_at",NA,NA
"2998","3722_s_at",NA,NA
"2999","3723_f_at",NA,NA
"3000","3724_f_at",NA,NA
"3001","3725_at",NA,NA
"3002","3726_f_at",NA,NA
"3003","3727_f_at",NA,NA
"3004","3728_f_at",NA,NA
"3005","3729_f_at",NA,NA
"3006","3730_at",NA,NA
"3007","3731_s_at",NA,"YLR462W"
"3008","3732_s_at",NA,"YLR463C"
"3009","3733_s_at",NA,"YLR464W"
"3010","3734_s_at","YRF1-4","YLR466W"
"3011","3735_f_at","YRF1-4","YLR466W"
"3012","3736_s_at","YRF1-5","YLR467W"
"3013","3737_s_at","YRF1-5","YLR467W"
"3014","3738_s_at","COS3","YML132W"
"3015","3739_f_at","COS3","YML132W"
"3016","3740_f_at",NA,NA
"3017","3741_f_at",NA,NA
"3018","3742_f_at",NA,NA
"3019","3743_f_at",NA,NA
"3020","3744_i_at",NA,NA
"3021","3745_f_at",NA,NA
"3022","3746_at",NA,NA
"3023","3747_at",NA,NA
"3024","3748_i_at",NA,NA
"3025","3749_r_at",NA,NA
"3026","3750_f_at",NA,NA
"3027","3751_f_at",NA,NA
"3028","3752_f_at",NA,NA
"3029","3753_s_at",NA,NA
"3030","3754_s_at",NA,NA
"3031","3755_f_at",NA,NA
"3032","3756_i_at",NA,NA
"3033","3757_f_at",NA,NA
"3034","3758_f_at",NA,NA
"3035","3759_f_at",NA,NA
"3036","3760_at",NA,NA
"3037","3761_f_at",NA,NA
"3038","3762_s_at",NA,NA
"3039","3763_s_at",NA,NA
"3040","3764_s_at","RDN37-1","RDN37-1"
"3041","3765_s_at","RDN25-1","RDN25-1"
"3042","3766_s_at","RDN25-1","RDN25-1"
"3043","3767_s_at","RDN18-1","RDN18-1"
"3044","3768_i_at","RDN5-1","RDN5-1"
"3045","3769_s_at","RDN5-1","RDN5-1"
"3046","3770_i_at","RDN5-3","RDN5-3"
"3047","3771_f_at",NA,NA
"3048","3772_f_at",NA,NA
"3049","3773_f_at",NA,NA
"3050","3774_f_at",NA,NA
"3051","3775_f_at",NA,NA
"3052","3776_i_at",NA,NA
"3053","3777_f_at",NA,NA
"3054","3778_f_at",NA,NA
"3055","3779_f_at",NA,NA
"3056","3780_f_at",NA,NA
"3057","3781_f_at",NA,NA
"3058","3782_f_at",NA,NA
"3059","3783_at",NA,NA
"3060","3784_at",NA,NA
"3061","3785_f_at",NA,NA
"3062","3786_s_at",NA,NA
"3063","3787_f_at",NA,NA
"3064","3788_f_at",NA,NA
"3065","3789_s_at",NA,"YLL067C"
"3066","3790_s_at",NA,"YLL067C"
"3067","3791_s_at",NA,"YLL067C"
"3068","3792_s_at",NA,"YLL066C"
"3069","3793_f_at",NA,NA
"3070","3794_f_at",NA,NA
"3071","3795_at",NA,NA
"3072","3796_f_at",NA,NA
"3073","3797_f_at",NA,NA
"3074","3798_s_at",NA,NA
"3075","3799_f_at",NA,NA
"3076","3800_at",NA,NA
"3077","3801_f_at",NA,NA
"3078","3802_f_at",NA,NA
"3079","3803_f_at",NA,NA
"3080","3804_f_at",NA,NA
"3081","3805_f_at",NA,NA
"3082","3806_s_at","RDN37-1","RDN37-1"
"3083","3807_s_at","RDN37-1","RDN37-1"
"3084","3808_s_at","RDN37-1","RDN37-1"
"3085","3809_s_at","RDN37-1","RDN37-1"
"3086","3810_s_at","RDN37-1","RDN37-1"
"3087","3811_s_at","RDN37-1","RDN37-1"
"3088","3812_at",NA,NA
"3089","3813_f_at",NA,NA
"3090","3814_f_at",NA,NA
"3091","3815_i_at",NA,NA
"3092","3816_f_at",NA,NA
"3093","3817_f_at",NA,NA
"3094","3818_at",NA,NA
"3095","3819_f_at",NA,NA
"3096","3820_f_at",NA,NA
"3097","3821_f_at",NA,NA
"3098","3822_f_at",NA,NA
"3099","3823_f_at",NA,NA
"3100","3824_f_at",NA,NA
"3101","3825_at",NA,NA
"3102","3826_at",NA,NA
"3103","3827_f_at",NA,NA
"3104","3828_f_at",NA,NA
"3105","3829_f_at",NA,NA
"3106","3830_f_at",NA,NA
"3107","3831_s_at","GEX2","YKR106W"
"3108","3832_s_at","GEX2","YKR106W"
"3109","3833_f_at",NA,NA
"3110","3834_s_at",NA,"YLL067C"
"3111","3835_s_at",NA,NA
"3112","3836_f_at",NA,NA
"3113","3837_f_at",NA,NA
"3114","3838_s_at",NA,NA
"3115","3839_at",NA,NA
"3116","3840_f_at",NA,NA
"3117","3841_at",NA,NA
"3118","3842_f_at",NA,NA
"3119","3843_at",NA,NA
"3120","3844_f_at",NA,NA
"3121","3845_i_at",NA,NA
"3122","3846_f_at",NA,NA
"3123","3847_i_at",NA,NA
"3124","3848_f_at",NA,NA
"3125","3849_f_at",NA,NA
"3126","3850_at",NA,NA
"3127","3851_s_at","COS5","YJR161C"
"3128","3852_f_at","COS5","YJR161C"
"3129","3853_f_at",NA,"YJR162C"
"3130","3854_f_at",NA,"YKL225W"
"3131","3855_s_at",NA,"YKL223W"
"3132","3856_at",NA,NA
"3133","3857_at",NA,NA
"3134","3858_s_at",NA,NA
"3135","3859_i_at",NA,NA
"3136","3860_f_at",NA,NA
"3137","3861_f_at",NA,NA
"3138","3862_f_at",NA,NA
"3139","3863_f_at",NA,NA
"3140","3864_i_at",NA,NA
"3141","3865_f_at",NA,NA
"3142","3866_at",NA,NA
"3143","3867_s_at",NA,NA
"3144","3868_s_at",NA,NA
"3145","3869_f_at",NA,NA
"3146","3870_s_at",NA,NA
"3147","3871_at",NA,NA
"3148","3872_i_at",NA,NA
"3149","3873_f_at",NA,NA
"3150","3874_i_at",NA,NA
"3151","3875_f_at",NA,NA
"3152","3876_at",NA,NA
"3153","3877_at",NA,NA
"3154","3878_s_at",NA,NA
"3155","3879_f_at",NA,NA
"3156","3880_f_at",NA,NA
"3157","3881_f_at",NA,NA
"3158","3882_f_at",NA,NA
"3159","3883_f_at",NA,NA
"3160","3884_f_at",NA,NA
"3161","3885_f_at",NA,NA
"3162","3886_f_at",NA,NA
"3163","3887_f_at",NA,NA
"3164","3888_s_at",NA,NA
"3165","3889_s_at",NA,NA
"3166","3890_s_at",NA,NA
"3167","3891_s_at",NA,NA
"3168","3892_s_at",NA,NA
"3169","3893_s_at",NA,NA
"3170","3894_s_at",NA,NA
"3171","3895_s_at",NA,NA
"3172","3896_s_at",NA,NA
"3173","3897_s_at",NA,NA
"3174","3898_s_at",NA,NA
"3175","3899_s_at",NA,NA
"3176","3900_f_at",NA,NA
"3177","3901_f_at",NA,NA
"3178","3902_f_at",NA,NA
"3179","3903_i_at",NA,NA
"3180","3904_f_at",NA,NA
"3181","3905_s_at",NA,NA
"3182","3906_f_at",NA,NA
"3183","3907_f_at","PAU8","YAL068C"
"3184","3908_i_at",NA,NA
"3185","3909_f_at",NA,NA
"3186","3910_at",NA,NA
"3187","3911_at",NA,NA
"3188","3912_f_at",NA,NA
"3189","3913_s_at",NA,NA
"3190","3914_s_at",NA,NA
"3191","3915_s_at",NA,NA
"3192","3916_s_at",NA,NA
"3193","3917_f_at",NA,NA
"3194","3918_f_at",NA,NA
"3195","3919_f_at",NA,NA
"3196","3920_f_at",NA,NA
"3197","3921_s_at",NA,NA
"3198","3922_f_at",NA,NA
"3199","3923_f_at",NA,NA
"3200","3924_f_at",NA,NA
"3201","3925_f_at",NA,NA
"3202","3926_f_at",NA,NA
"3203","3927_f_at",NA,NA
"3204","3928_f_at",NA,NA
"3205","3929_s_at",NA,NA
"3206","3930_i_at",NA,NA
"3207","3931_f_at",NA,NA
"3208","3932_at","MAL23","MAL23"
"3209","3933_s_at","MEL1","MEL1"
"3210","3934_at","RTM1","RTM1"
"3211","3935_at","STRP","STRP"
"3212","3936_at","SUC4","SUC4"
"3213","3937_g_at","SUC4","SUC4"
"3214","3938_at","AST1","YBL069W"
"3215","3939_at","UGA2","YBR006W"
"3216","3940_at","DER1","YBR201W"
"3217","3941_at","KCC4","YCL024W"
"3218","3942_at","HAC1","YFL031W"
"3219","3943_i_at","HAC1","YFL031W"
"3220","3944_f_at","HAC1","YFL031W"
"3221","3945_at","ERV1","YGR029W"
"3222","3946_at","ERV1","YGR029W"
"3223","3947_at",NA,"YKL033W-A"
"3224","3948_s_at","PTK1","YKL198C"
"3225","3949_i_at","YIP3","YNL044W"
"3226","3950_at","RHO5","YNL180C"
"3227","3951_at",NA,NA
"3228","3952_at",NA,NA
"3229","3953_at",NA,NA
"3230","3954_at",NA,NA
"3231","3955_at",NA,NA
"3232","3956_i_at",NA,NA
"3233","3957_r_at",NA,NA
"3234","3958_r_at",NA,NA
"3235","3959_at",NA,NA
"3236","3960_at",NA,NA
"3237","3961_i_at",NA,NA
"3238","3962_f_at",NA,NA
"3239","3963_at",NA,NA
"3240","3964_at",NA,NA
"3241","3965_i_at",NA,NA
"3242","3966_i_at",NA,NA
"3243","3967_r_at",NA,NA
"3244","3968_s_at",NA,NA
"3245","3969_at",NA,NA
"3246","3970_s_at",NA,NA
"3247","3971_at",NA,NA
"3248","3972_s_at",NA,NA
"3249","3973_at",NA,NA
"3250","3974_at",NA,NA
"3251","3975_at",NA,NA
"3252","3976_at",NA,NA
"3253","3977_i_at",NA,NA
"3254","3978_r_at",NA,NA
"3255","3979_i_at",NA,NA
"3256","3980_r_at",NA,NA
"3257","3981_at",NA,NA
"3258","3982_at",NA,NA
"3259","3983_at","ATP6","Q0085"
"3260","3984_r_at",NA,NA
"3261","3985_i_at",NA,NA
"3262","3986_f_at",NA,NA
"3263","3987_at",NA,NA
"3264","3988_at","BI3","Q0115"
"3265","3989_at","BI4","Q0120"
"3266","3990_i_at",NA,NA
"3267","3991_r_at",NA,NA
"3268","3992_f_at",NA,NA
"3269","3993_at","OLI1","Q0130"
"3270","3994_at",NA,NA
"3271","3995_i_at",NA,NA
"3272","3996_s_at",NA,NA
"3273","3997_at",NA,NA
"3274","3998_at",NA,NA
"3275","3999_at",NA,NA
"3276","4000_at",NA,NA
"3277","4001_at",NA,NA
"3278","4002_at",NA,NA
"3279","4003_s_at",NA,NA
"3280","4004_at",NA,NA
"3281","4005_at",NA,NA
"3282","4006_at",NA,NA
"3283","4007_at",NA,NA
"3284","4008_at",NA,NA
"3285","4009_at",NA,NA
"3286","4010_at",NA,NA
"3287","4011_at",NA,NA
"3288","4012_at",NA,NA
"3289","4013_i_at",NA,NA
"3290","4014_at",NA,NA
"3291","4015_at",NA,NA
"3292","4016_at",NA,NA
"3293","4017_at",NA,NA
"3294","4018_at",NA,NA
"3295","4019_at",NA,NA
"3296","4020_at",NA,NA
"3297","4021_at",NA,NA
"3298","4022_at",NA,NA
"3299","4023_s_at",NA,NA
"3300","4024_at",NA,NA
"3301","4025_i_at",NA,NA
"3302","4026_at",NA,NA
"3303","4027_at",NA,NA
"3304","4028_at",NA,NA
"3305","4029_at",NA,NA
"3306","4030_at",NA,NA
"3307","4031_at",NA,NA
"3308","4032_f_at",NA,"YIR043C"
"3309","4033_f_at",NA,NA
"3310","4034_at",NA,NA
"3311","4035_at",NA,"YIL156W-A"
"3312","4036_at",NA,"YIL100C-A"
"3313","4037_at",NA,"YIL071W-A"
"3314","4038_at",NA,"YIL068W-A"
"3315","4039_at",NA,"YIL066W-A"
"3316","4040_at",NA,"YIR017W-A"
"3317","4041_at",NA,NA
"3318","4042_at",NA,"YIR023C-A"
"3319","4043_s_at","SUC2","YIL162W"
"3320","4044_s_at","MOB1","YIL106W"
"3321","4045_s_at","RNR3","YIL066C"
"3322","4046_at",NA,NA
"3323","4047_at",NA,NA
"3324","4048_at",NA,NA
"3325","4049_at",NA,NA
"3326","4050_at",NA,NA
"3327","4051_at",NA,NA
"3328","4052_i_at",NA,NA
"3329","4053_s_at",NA,NA
"3330","4054_at",NA,NA
"3331","4055_at",NA,NA
"3332","4056_at",NA,"YIR020C"
"3333","4057_at","MRS1","YIR021W"
"3334","4058_at","SEC11","YIR022W"
"3335","4059_at","DAL81","YIR023W"
"3336","4060_at","INA22","YIR024C"
"3337","4061_at","MND2","YIR025W"
"3338","4062_at","YVH1","YIR026C"
"3339","4063_at","DAL1","YIR027C"
"3340","4064_at","DAL4","YIR028W"
"3341","4065_at","DAL2","YIR029W"
"3342","4066_at","DCG1","YIR030C"
"3343","4067_at","DAL7","YIR031C"
"3344","4068_at","DAL3","YIR032C"
"3345","4069_at","MGA2","YIR033W"
"3346","4070_at","LYS1","YIR034C"
"3347","4071_at",NA,"YIR035C"
"3348","4072_at","IRC24","YIR036C"
"3349","4073_at","HYR1","YIR037W"
"3350","4074_at","GTT1","YIR038C"
"3351","4075_at","YPS6","YIR039C"
"3352","4076_f_at","PAU15","YIR041W"
"3353","4077_at",NA,"YIR042C"
"3354","4078_i_at",NA,"YIR043C"
"3355","4079_at","CFD1","YIL003W"
"3356","4080_at","INP51","YIL002C"
"3357","4081_at",NA,"YIL001W"
"3358","4082_at","SGN1","YIR001C"
"3359","4083_at","MPH1","YIR002C"
"3360","4084_at","AIM21","YIR003W"
"3361","4085_at","DJP1","YIR004W"
"3362","4086_at","IST3","YIR005W"
"3363","4087_at","PAN1","YIR006C"
"3364","4088_at","EGH1","YIR007W"
"3365","4089_at","PRI1","YIR008C"
"3366","4090_at","MSL1","YIR009W"
"3367","4091_at","DSN1","YIR010W"
"3368","4092_at","STS1","YIR011C"
"3369","4093_at","SQT1","YIR012W"
"3370","4094_at","GAT4","YIR013C"
"3371","4095_at",NA,"YIR014W"
"3372","4096_at","RPR2","YIR015W"
"3373","4097_at",NA,"YIR016W"
"3374","4098_at","MET28","YIR017C"
"3375","4099_at","YAP5","YIR018W"
"3376","4100_at","FLO11","YIR019C"
"3377","4101_at",NA,"YIL024C"
"3378","4102_at","YKE4","YIL023C"
"3379","4103_at","TIM44","YIL022W"
"3380","4104_at","RPB3","YIL021W"
"3381","4105_at","HIS6","YIL020C"
"3382","4106_at","FAF1","YIL019W"
"3383","4107_at","VID28","YIL017C"
"3384","4108_at","SNL1","YIL016W"
"3385","4109_at","BAR1","YIL015W"
"3386","4110_at",NA,NA
"3387","4111_at","MNT3","YIL014W"
"3388","4112_at","PDR11","YIL013C"
"3389","4113_at",NA,"YIL012W"
"3390","4114_at","TIR3","YIL011W"
"3391","4115_at","DOT5","YIL010W"
"3392","4116_at","EST3","YIL009C-A"
"3393","4117_at","EST3","YIL009C-A"
"3394","4118_at","FAA3","YIL009W"
"3395","4119_at","URM1","YIL008W"
"3396","4120_at","NAS2","YIL007C"
"3397","4121_at","YIA6","YIL006W"
"3398","4122_at","EPS1","YIL005W"
"3399","4123_at","BET1","YIL004C"
"3400","4124_at","SYG1","YIL047C"
"3401","4125_at","MET30","YIL046W"
"3402","4126_at","PIG2","YIL045W"
"3403","4127_at","AGE2","YIL044C"
"3404","4128_at","CBR1","YIL043C"
"3405","4129_at","PKP1","YIL042C"
"3406","4130_at","GVP36","YIL041W"
"3407","4131_at","APQ12","YIL040W"
"3408","4132_at","TED1","YIL039W"
"3409","4133_at","NOT3","YIL038C"
"3410","4134_at","PRM2","YIL037C"
"3411","4135_at","CST6","YIL036W"
"3412","4136_at","CKA1","YIL035C"
"3413","4137_at","CAP2","YIL034C"
"3414","4138_at","BCY1","YIL033C"
"3415","4139_at",NA,"YIL032C"
"3416","4140_at","ULP2","YIL031W"
"3417","4141_at","SSM4","YIL030C"
"3418","4142_at",NA,"YIL029C"
"3419","4143_at",NA,"YIL028W"
"3420","4144_at","EMC5","YIL027C"
"3421","4145_at","IRR1","YIL026C"
"3422","4146_at",NA,"YIL025C"
"3423","4147_at","HOP1","YIL072W"
"3424","4148_at","PCI8","YIL071C"
"3425","4149_at","MAM33","YIL070C"
"3426","4150_at","SEC6","YIL068C"
"3427","4151_at",NA,"YIL067C"
"3428","4152_at","FIS1","YIL065C"
"3429","4153_at","EFM4","YIL064W"
"3430","4154_at","YRB2","YIL063C"
"3431","4155_at","ARC15","YIL062C"
"3432","4156_at","SNP1","YIL061C"
"3433","4157_at",NA,"YIL060W"
"3434","4158_at",NA,"YIL059C"
"3435","4159_at",NA,"YIL058W"
"3436","4160_at","RGI2","YIL057C"
"3437","4161_at","VHR1","YIL056W"
"3438","4162_at",NA,"YIL055C"
"3439","4163_at",NA,"YIL054W"
"3440","4164_at","GPP1","YIL053W"
"3441","4165_i_at","RPL34B","YIL052C"
"3442","4166_at","MMF1","YIL051C"
"3443","4167_at","PCL7","YIL050W"
"3444","4168_at","DFG10","YIL049W"
"3445","4169_at","NEO1","YIL048W"
"3446","4170_at","BMT5","YIL096C"
"3447","4171_at","PRK1","YIL095W"
"3448","4172_at","LYS12","YIL094C"
"3449","4173_at","RSM25","YIL093C"
"3450","4174_at",NA,"YIL092W"
"3451","4175_at","UTP25","YIL091C"
"3452","4176_at","ICE2","YIL090W"
"3453","4177_at",NA,"YIL089W"
"3454","4178_at","AVT7","YIL088C"
"3455","4179_at","AIM19","YIL087C"
"3456","4180_at",NA,"YIL086C"
"3457","4181_at","KTR7","YIL085C"
"3458","4182_at","SDS3","YIL084C"
"3459","4183_at","CAB2","YIL083C"
"3460","4184_s_at",NA,NA
"3461","4185_at","AIR1","YIL079C"
"3462","4186_at","THS1","YIL078W"
"3463","4187_at",NA,"YIL077C"
"3464","4188_at","SEC28","YIL076W"
"3465","4189_at","RPN2","YIL075C"
"3466","4190_at","SER33","YIL074C"
"3467","4191_at","SPO22","YIL073C"
"3468","4192_at","RPI1","YIL119C"
"3469","4193_at","RHO3","YIL118W"
"3470","4194_at","PRM5","YIL117C"
"3471","4195_at","HIS5","YIL116W"
"3472","4196_at","NUP159","YIL115C"
"3473","4197_at","POR2","YIL114C"
"3474","4198_at","SDP1","YIL113W"
"3475","4199_at","HOS4","YIL112W"
"3476","4200_at","COX5B","YIL111W"
"3477","4201_at","HPM1","YIL110W"
"3478","4202_at","SEC24","YIL109C"
"3479","4203_at",NA,"YIL108W"
"3480","4204_at","PFK26","YIL107C"
"3481","4205_at","SLM1","YIL105C"
"3482","4206_at","SHQ1","YIL104C"
"3483","4207_at","DPH1","YIL103W"
"3484","4208_at",NA,"YIL102C"
"3485","4209_at","XBP1","YIL101C"
"3486","4210_at",NA,"YIL100W"
"3487","4211_at","SGA1","YIL099W"
"3488","4212_g_at","SGA1","YIL099W"
"3489","4213_at","FMC1","YIL098C"
"3490","4214_at","FYV10","YIL097W"
"3491","4215_g_at",NA,"YIL141W"
"3492","4216_at","AXL2","YIL140W"
"3493","4217_at","REV7","YIL139C"
"3494","4218_at","TPM2","YIL138C"
"3495","4219_at","TMA108","YIL137C"
"3496","4220_at","OM45","YIL136W"
"3497","4221_at","VHS2","YIL135C"
"3498","4222_at","FLX1","YIL134W"
"3499","4223_at","RPL16A","YIL133C"
"3500","4224_at","CSM2","YIL132C"
"3501","4225_at","FKH1","YIL131C"
"3502","4226_at","ASG1","YIL130W"
"3503","4227_at","TAO3","YIL129C"
"3504","4228_at","MET18","YIL128W"
"3505","4229_at","RRT14","YIL127C"
"3506","4230_at","STH1","YIL126W"
"3507","4231_at","KGD1","YIL125W"
"3508","4232_at","AYR1","YIL124W"
"3509","4233_at","SIM1","YIL123W"
"3510","4234_at","POG1","YIL122W"
"3511","4235_at","QDR2","YIL121W"
"3512","4236_at","QDR1","YIL120W"
"3513","4237_at",NA,"YIL165C"
"3514","4238_at","NIT1","YIL164C"
"3515","4239_at",NA,"YIL163C"
"3516","4240_at",NA,"YIL161W"
"3517","4241_at","POT1","YIL160C"
"3518","4242_at","BNR1","YIL159W"
"3519","4243_at","AIM20","YIL158W"
"3520","4244_at","COA1","YIL157C"
"3521","4245_at","UBP7","YIL156W"
"3522","4246_at","GUT2","YIL155C"
"3523","4247_at","IMP2'","YIL154C"
"3524","4248_at","RRD1","YIL153W"
"3525","4249_at",NA,"YIL152W"
"3526","4250_at","ESL1","YIL151C"
"3527","4251_at","MCM10","YIL150C"
"3528","4252_at","MLP2","YIL149C"
"3529","4253_i_at","RPL40A","YIL148W"
"3530","4254_at","SLN1","YIL147C"
"3531","4255_at","ATG32","YIL146C"
"3532","4256_at","PAN6","YIL145C"
"3533","4257_at","NDC80","YIL144W"
"3534","4258_at","SSL2","YIL143C"
"3535","4259_at","CCT2","YIL142W"
"3536","4260_at",NA,"YIL141W"
"3537","4261_s_at",NA,NA
"3538","4262_i_at",NA,NA
"3539","4263_at",NA,NA
"3540","4264_at",NA,NA
"3541","4265_s_at",NA,NA
"3542","4266_at",NA,NA
"3543","4267_at",NA,NA
"3544","4268_at",NA,NA
"3545","4269_f_at",NA,NA
"3546","4270_f_at",NA,NA
"3547","4271_at",NA,NA
"3548","4272_at",NA,NA
"3549","4273_at",NA,NA
"3550","4274_at",NA,NA
"3551","4275_at",NA,NA
"3552","4276_at",NA,NA
"3553","4277_i_at","CEN8","CEN8"
"3554","4278_at",NA,NA
"3555","4279_at",NA,NA
